model,embedding_dim,margin,lam,lr,loss,hits,hit_rate,full_hr,figname
CML,16,2,0,0.001,1.274095058441162,839.0,0.3428688189619943,0.00939926440539436,19
CML,16,2,1,0.001,1.3004446029663086,838.0,0.34246015529219453,0.01021659174499387,20
CML,16,2,5,0.001,1.2797596454620361,850.0,0.34736411932979155,0.008990600735594606,21
CML,16,2,10,0.001,1.3095709085464478,780.0,0.31875766244380876,0.008173273395995096,22
CML,16,4,0,0.001,3.2706282138824463,857.0,0.35022476501838984,0.011851246424192888,23
CML,16,4,1,0.001,3.271674871444702,860.0,0.35145075602778914,0.011033919084593379,24
CML,16,4,5,0.001,3.285592555999756,829.0,0.33878218226399676,0.011851246424192888,25
CML,16,4,10,0.001,3.30521559715271,841.0,0.3436861463015938,0.00858193706579485,26
CML,64,0.5,0,0.001,0.23322324454784393,1366.0,0.5582345729464651,0.05598692276256641,27
CML,64,0.5,1,0.001,0.2335670292377472,1392.0,0.5688598283612587,0.05312627707396812,28
CML,64,0.5,5,0.001,0.23599955439567566,1393.0,0.5692684920310584,0.05843890478136494,29
CML,64,0.5,10,0.001,0.23653775453567505,1379.0,0.5635472006538619,0.059256232120964446,30
CML,64,1,0,0.001,0.5358307361602783,1212.0,0.4953003677973028,0.033919084593379646,31
CML,64,1,1,0.001,0.5378216505050659,1205.0,0.4924397221087045,0.03351042092357989,32
CML,64,1,5,0.001,0.5404860973358154,1218.0,0.49775234981610134,0.03555373927257867,33
CML,64,1,10,0.001,0.5434903502464294,1237.0,0.5055169595422967,0.03596240294237842,34
CML,64,2,0,0.001,1.2260698080062866,868.0,0.35472006538618717,0.012668573763792398,35
CML,64,2,1,0.001,1.2324142456054688,894.0,0.3653453208009808,0.017572537801389457,36
CML,64,2,5,0.001,1.238510251045227,871.0,0.3559460563955864,0.014303228442991417,37
CML,64,2,10,0.001,1.2481486797332764,896.0,0.3661626481405803,0.012259910093992644,38
CML,64,4,0,0.001,3.2326629161834717,910.0,0.3718839395177769,0.012668573763792398,39
CML,64,4,1,0.001,3.231161594390869,902.0,0.36861463015937884,0.015120555782590927,0
CML,64,4,5,0.001,3.239750862121582,909.0,0.3714752758479771,0.012668573763792398,1
CML,64,4,10,0.001,3.250577211380005,900.0,0.36779730281977935,0.013077237433592154,2
CML,256,0.5,0,0.001,0.23136574029922485,1374.0,0.5615038823048631,0.05843890478136494,3
CML,256,0.5,1,0.001,0.23287782073020935,1396.0,0.5704944830404577,0.0551695954229669,4
CML,256,0.5,5,0.001,0.23545554280281067,1364.0,0.5574172456068656,0.054760931753167146,5
CML,256,0.5,10,0.001,0.23820993304252625,1366.0,0.5582345729464651,0.0641601961585615,6
CML,256,1,0,0.001,0.5313596129417419,1226.0,0.5010216591744994,0.031875766244380876,7
CML,256,1,1,0.001,0.5320557355880737,1202.0,0.4912137310993053,0.03064977523498161,8
CML,256,1,5,0.001,0.5365275740623474,1231.0,0.5030649775234982,0.033919084593379646,9
CML,256,1,10,0.001,0.5388764142990112,1226.0,0.5010216591744994,0.03555373927257867,10
CML,256,2,0,0.001,1.2301326990127563,896.0,0.3661626481405803,0.014303228442991417,11
CML,256,2,1,0.001,1.2322185039520264,881.0,0.360032693093584,0.012668573763792398,12
CML,256,2,5,0.001,1.2351990938186646,908.0,0.3710666121781774,0.013077237433592154,13
CML,256,2,10,0.001,1.2486820220947266,917.0,0.37474458520637516,0.017572537801389457,14
CML,256,4,0,0.001,3.2305173873901367,894.0,0.3653453208009808,0.012668573763792398,15
CML,256,4,1,0.001,3.2308852672576904,895.0,0.36575398447078056,0.011851246424192888,16
CML,256,4,5,0.001,3.2342143058776855,895.0,0.36575398447078056,0.013894564773191663,17
CML,256,4,10,0.001,3.2423653602600098,912.0,0.37270126685737637,0.015937883122190438,18
CML,16,0.5,0,0.0001,0.2923738658428192,1030.0,0.42092357989374746,0.0028606456885982836,19
CML,16,0.5,1,0.0001,0.2935670018196106,992.0,0.40539436044135674,0.009807928075194115,20
CML,16,0.5,5,0.0001,0.2944294810295105,986.0,0.40294237842255826,0.011033919084593379,21
CML,16,0.5,10,0.0001,0.29216131567955017,1014.0,0.4143849611769514,0.009807928075194115,22
CML,16,1,0,0.0001,0.6603533625602722,890.0,0.36371066612178177,0.0036779730281977932,23
CML,16,1,1,0.0001,0.6601038575172424,899.0,0.36738863914997955,0.006538618716796077,24
CML,16,1,5,0.0001,0.6581827402114868,910.0,0.3718839395177769,0.0073559460563955865,25
CML,16,1,10,0.0001,0.6596400737762451,917.0,0.37474458520637516,0.00939926440539436,26
CML,16,2,0,0.0001,1.6614590883255005,883.0,0.3608500204331835,0.005721291377196567,27
CML,16,2,1,0.0001,1.6582589149475098,871.0,0.3559460563955864,0.0032693093583980384,28
CML,16,2,5,0.0001,1.6594083309173584,873.0,0.35676338373518596,0.0032693093583980384,29
CML,16,2,10,0.0001,1.6588557958602905,866.0,0.3539027380465877,0.006129955046996322,30
HyperCML,16,0.5,0,0.01,0.22273647785186768,1241.0,0.5071516142214957,0.023702492848385777,0
HyperCML,16,0.5,1,0.01,2.2078917026519775,1267.0,0.5177768696362893,0.03064977523498161,1
HyperCML,16,0.5,5,0.01,10.207111358642578,1303.0,0.5324887617490806,0.032693093583980384,2
HyperCML,16,0.5,10,0.01,20.206024169921875,1261.0,0.5153248876174908,0.03351042092357989,3
HyperCML,16,1,0,0.01,0.720330536365509,999.0,0.408255006129955,0.004086636697997548,4
HyperCML,16,1,1,0.01,2.5883803367614746,1065.0,0.4352268083367389,0.018389865140988965,0
HyperCML,16,1,5,0.01,10.569149017333984,1049.0,0.42868818961994276,0.020024519820187985,1
HyperCML,16,1,10,0.01,20.574567794799805,1054.0,0.43073150796894155,0.013077237433592154,0
HyperCML,16,2,0,0.01,1.5466331243515015,795.0,0.3248876174908051,0.0073559460563955865,1
